rel_path,title,section,type,contentType,status,tags,recommended_bucket,inferred_slug,modified,size_bytes,internal_out_count,external_out_count,preview
_quarantine/community-impact/community-index.md,community_index.md,,,,,,Uncategorized / Review,community_indexmd,2025-12-26T11:52:30,1621,0,0,"title: ""Community Impact"" section: ""Community"" status: ""Prototype"""
_quarantine/constitutions/arkansas-amendment-era.md,Arkansas Amendment Era (1874–Present),Constitutions,Era,,Published,,Constitutions / Eras,arkansas-amendment-era-1874present,2025-12-26T12:16:16,4414,0,0,"Since the adoption of the 1874 Constitution, Arkansas has operated under a framework intentionally designed to resist structural change. The Amendment Era is defined by a continuous struggle between: - popular efforts to modernize governance, and - elite efforts to contain, delay, dilute, or procedurally block reform."
_quarantine/constitutions/arkansas-constitution-of-1861.md,Arkansas Constitution of 1861,Constitutions,Constitution,,Published,,Constitutions / Documents,arkansas-constitution-of-1861,2025-12-26T12:16:16,3605,0,0,The Arkansas Constitution of 1861 was adopted in the immediate aftermath of Arkansas’ decision to secede from the United States and join the Confederate States of America.
_quarantine/constitutions/arkansas-constitution-of-1868.md,Arkansas Constitution of 1868,Constitutions,Constitution,,Published,,Constitutions / Documents,arkansas-constitution-of-1868,2025-12-26T12:16:16,3849,0,0,"The Arkansas Constitution of 1868 was adopted during Congressional Reconstruction under direct federal oversight. Unlike prior constitutions, it was explicitly shaped by the aftermath of the Civil War, the abolition of slavery, and the federal mandate to reconstruct Southern governance on new terms."
_quarantine/constitutions/arkansas-political-eras-foundational-periodization.md,Arkansas Political Eras \u2014 Foundational Periodization,Constitutions,Framework,,Published,,Constitutions / Needs Typing,arkansas-political-eras-u2014-foundational-periodization,2025-12-26T12:16:16,5313,0,0,"This document defines the primary political eras of Arkansas history as an organizing framework for research, data modeling, and narrative construction."
_quarantine/constitutions/arkansas-political-history-project.md,Arkansas Political History Project,Constitutions,Log,,Published,,Constitutions / Needs Typing,arkansas-political-history-project,2025-12-26T12:16:16,2132,0,0,Documented the Arkansas Constitution of 1874. Analyzed it as a deliberate rollback of Reconstruction and a long-term power entrenchment mechanism. Connected constitutional design choices to modern governance dynamics.
_quarantine/constitutions/decision-frame-the-1874-constitution-as-structural-counter-revolution.md,Decision: Frame the 1874 Constitution as Structural Counter-Revolution,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-frame-the-1874-constitution-as-structural-counter-revolution,2025-12-26T12:16:16,1097,0,0,2025-04-01
_quarantine/constitutions/territorial-governance-of-arkansas.md,Territorial Governance of Arkansas,Constitutions,Constitution,,Published,,Constitutions / Documents,territorial-governance-of-arkansas,2025-12-26T12:16:16,2226,0,0,"Before Arkansas became a state, it was governed as a U.S. territory. This period established many of the power dynamics that would later be embedded in the 1836 Constitution."
_quarantine/frameworks/power/index.md,power_index.md,,,,,,Frameworks,power_indexmd,2025-12-26T11:52:30,1810,0,0,"title: ""Power in Arkansas"""
_quarantine/frameworks/power/money.md,power_money.md,,,,,,Frameworks,power_moneymd,2025-12-26T11:52:30,1197,0,0,"title: ""Money"""
_quarantine/frameworks/power/narrative.md,power_narrative.md,,,,,,Frameworks,power_narrativemd,2025-12-26T11:52:30,998,0,0,"title: ""Narrative"""
_quarantine/frameworks/power/rules.md,Rules,Power,,,,,Frameworks,rules,2025-12-26T12:07:20,1342,0,0,"In Arkansas, power most often operates through **rules**, not force."
_quarantine/legislative-process/legislature-gatekeeping.md,legislature_gatekeeping.md,,,,,,Explainers / Process,legislature_gatekeepingmd,2025-12-26T11:52:31,1256,0,0,"title: ""Gatekeeping in the Legislative Process"" section: ""Legislature"""
_quarantine/legislative-process/legislature-history.md,legislature_history.md,,,,,,Explainers / Process,legislature_historymd,2025-12-26T11:52:31,2095,0,0,"title: ""Historical Evolution of Arkansas Lawmaking"""
_quarantine/legislative-process/legislature-process-modern.md,legislature_process-modern.md,,,,,,Explainers / Process,legislature_process-modernmd,2025-12-26T11:52:31,2081,0,0,"title: ""How a Bill Becomes Law in Arkansas"""
_quarantine/pages/constitutions-index.md,constitutions_index.md,,,,,,Uncategorized / Review,constitutions_indexmd,2025-12-26T11:52:29,1913,0,0,"title: ""Arkansas Constitutions"""
_quarantine/pages/design-principles.md,design-principles.md,,,,,,Uncategorized / Review,design-principlesmd,2025-12-26T11:52:29,778,0,0,\# Design Principles â€” Stand Up Arkansas Civic Archive
_quarantine/pages/misc/arkansas-political-history-project.md,Arkansas Political History Project,,,,,,Uncategorized / Review,arkansas-political-history-project,2025-12-26T11:52:29,2466,0,0,"Established the foundational direction for the Arkansas Political History Project. Defined the project as a long-term, evidence-based historical system rather than a traditional website. Outlined a modular architecture prioritizing provenance, claims-based knowledge, and additive history. Decided to build an externaliz…"
_quarantine/pages/misc/build-scripts-spec-md.md,1. Purpose,,,,,,Specs / Build Docs,1-purpose,2025-12-26T11:52:32,8554,0,0,"This document specifies the build-time scripts that turn Markdown content into a navigable, searchable, first-class civic archive. Scripts must: run locally during development and in Netlify builds, be deterministic and repeatable, generate stable JSON artifacts used by the UI, preserve provenance for generated artifac…"
_quarantine/pages/misc/content-standards-md.md,CONTENT_STANDARDS.md,,,,,,Specs / Build Docs,content_standardsmd,2025-12-26T11:52:32,5655,0,0,Stand Up Arkansas — The People’s Political History
_quarantine/pages/misc/core-principles-arkansas-political-history-project.md,Core Principles \u2014 Arkansas Political History Project,,,,,,Uncategorized / Review,core-principles-u2014-arkansas-political-history-project,2025-12-26T11:52:29,1447,0,0,\# Core Principles â€” Arkansas Political History Project
_quarantine/pages/misc/data-data-dictionary-md.md,data_DATA_DICTIONARY.md,,,,,,Uncategorized / Review,data_data_dictionarymd,2025-12-26T11:52:32,4400,0,0,\# Data Dictionary
_quarantine/pages/misc/data-place-registry-md.md,Place Registry,,,,,,Uncategorized / Review,place-registry,2025-12-26T11:52:32,1767,0,0,Stand Up Arkansas — The People’s Political History
_quarantine/pages/misc/data-provenance-schema-md.md,Provenance Schema,,,,,,Uncategorized / Review,provenance-schema,2025-12-26T11:52:32,2000,0,0,Stand Up Arkansas — The People’s Political History
_quarantine/pages/misc/decision-initialize-the-brain-of-the-build.md,Decision: Initialize the Brain of the Build,,,,,,Specs / Build Docs,decision-initialize-the-brain-of-the-build,2025-12-26T11:52:29,1035,0,0,2025-03-26
_quarantine/pages/misc/editorial-style-guide-md.md,Editorial Style Guide,,,,,,Uncategorized / Review,editorial-style-guide,2025-12-26T11:52:32,1351,0,0,Stand Up Arkansas — The People’s Political History
_quarantine/pages/misc/folder-tree.md,Folder Tree,,,,,,Uncategorized / Review,folder-tree,2025-12-26T11:52:29,1914,0,0,arkansas-political-history-brain/
_quarantine/pages/misc/governance-disagreement-md.md,governance_disagreement.md,,,,,,Uncategorized / Review,governance_disagreementmd,2025-12-26T11:52:31,1222,0,0,"title: ""Disagreement & Dispute Resolution"""
_quarantine/pages/misc/governance-principles-md.md,governance_principles.md,,,,,,Uncategorized / Review,governance_principlesmd,2025-12-26T11:52:31,1180,0,0,"title: ""Governing Principles"""
_quarantine/pages/misc/governance-standup-arkansas-role-md.md,governance_standup-arkansas-role.md,,,,,,Uncategorized / Review,governance_standup-arkansas-rolemd,2025-12-26T11:52:31,738,0,0,"title: ""Role of Stand Up Arkansas"""
_quarantine/pages/misc/guiding-rules-for-data-in-this-archive.md,1) Guiding rules for data in this archive,,,,,,Uncategorized / Review,1-guiding-rules-for-data-in-this-archive,2025-12-26T11:52:32,6192,0,0,"Data must be: traceable (source + query + date pulled) repeatable (same request yields same output for that vintage) joinable (links to Place, Era, Policy Area, and Events) explainable (plain-language labels, not just codes) This matches your Sources/Provenance framework. Census API is explicitly designed for retrievin…"
_quarantine/pages/misc/master-vision-arkansas-political-history-project.md,Master Vision \u2014 Arkansas Political History Project,,,,,,Uncategorized / Review,master-vision-u2014-arkansas-political-history-project,2025-12-26T11:52:29,1750,0,0,\# Master Vision â€” Arkansas Political History Project
_quarantine/pages/misc/netlify-toml.md,Netlify.toml,,,,,,Specs / Build Docs,netlifytoml,2025-12-26T11:52:32,1230,0,0,\# netlify.toml
_quarantine/pages/misc/non-negotiables-arkansas-political-history-project.md,Non-Negotiables \u2014 Arkansas Political History Project,,,,,,Uncategorized / Review,non-negotiables-u2014-arkansas-political-history-project,2025-12-26T11:52:29,1740,0,0,\# Non-Negotiables â€” Arkansas Political History Project
_quarantine/pages/misc/page-components-spec-md.md,PAGE_COMPONENTS_SPEC.md,,,,,,Specs / Build Docs,page_components_specmd,2025-12-26T11:52:32,1707,0,0,\# Page Components Spec
_quarantine/pages/misc/routing-and-slugs-spec-md.md,ROUTING_AND_SLUGS_SPEC.md,,,,,,Specs / Build Docs,routing_and_slugs_specmd,2025-12-26T11:52:33,5476,0,0,Stand Up Arkansas — The People’s Political History
_quarantine/pages/misc/search-filters-language-md.md,search_filters-language.md,,,,,,Uncategorized / Review,search_filters-languagemd,2025-12-26T11:52:33,2028,0,0,"title: ""Search Filters — Language Spec"" section: ""Search"" status: ""Internal"""
_quarantine/pages/misc/search-index-md.md,search_index.md,,,,,,Uncategorized / Review,search_indexmd,2025-12-26T11:52:33,2630,0,0,"title: ""Search the Archive"" section: ""Search"" status: ""Prototype"""
_quarantine/pages/misc/search-result-card-spec-md.md,search_result-card-spec.md,,,,,,Specs / Build Docs,search_result-card-specmd,2025-12-26T11:52:33,1035,0,0,"title: ""Search Result Card Spec"""
_quarantine/pages/misc/search-tagging-cross-linking-logic.md,"Search, Tagging & Cross-Linking Logic",,,,,,Uncategorized / Review,search-tagging-cross-linking-logic,2025-12-26T11:52:33,6425,0,0,Stand Up Arkansas — The People’s Political History
_quarantine/pages/misc/sourcing-format-spec-md.md,SOURCING_FORMAT_SPEC.md,,,,,,Specs / Build Docs,sourcing_format_specmd,2025-12-26T11:52:33,1293,0,0,\# Sourcing Format Spec
_quarantine/pages/misc/tags-index-md.md,tags_index.md,,,,,,Uncategorized / Review,tags_indexmd,2025-12-26T11:52:33,1616,0,0,"title: ""Tags & Concepts"""
_quarantine/pages/misc/tags-policy-areas-index-md.md,tags_policy_areas_index.md,,,,,,Uncategorized / Review,tags_policy_areas_indexmd,2025-12-26T11:52:31,846,0,0,"title: ""Policy Areas"""
_quarantine/pages/misc/taxonomy-registry-md.md,TAXONOMY_REGISTRY.md,,,,,,Uncategorized / Review,taxonomy_registrymd,2025-12-26T11:52:33,3126,0,0,\# Taxonomy Registry
_quarantine/pages/misc/technical-build-plan.md,Technical Build Plan,,,,,,Specs / Build Docs,technical-build-plan,2025-12-26T11:52:34,6416,0,0,"Here’s a technical build plan that matches your goals: Prototype fast (Markdown-driven, “museum-grade” UI) Deploy on Netlify Scale indefinitely Migrate to SQL/Postgres later without redesigning the site Keep your “Brain” as versioned markdown logs I’m going to pick the stack and standards so you can just execute."
_quarantine/pages/misc/visual-layout-interaction-specification.md,Visual Layout & Interaction Specification,,,,,,Specs / Build Docs,visual-layout-interaction-specification,2025-12-26T11:52:34,5384,0,0,Stand Up Arkansas — The People’s Political History
_quarantine/pages/start-here.md,Start Here,,,,,,Uncategorized / Review,start-here,2025-12-26T10:29:39,413,0,0,This archive is built to make Arkansas power legible.
_quarantine/sources/sources-claims.md,sources_claims.md,,,,,,Uncategorized / Review,sources_claimsmd,2025-12-26T11:52:30,1457,0,0,"title: ""Claims and Evidence"" section: ""Sources"""
_quarantine/sources/sources-standards.md,sources_standards.md,,,,,,Specs / Build Docs,sources_standardsmd,2025-12-26T11:52:31,1104,0,0,"title: ""Evidence Standards"""
_quarantine/timelines/eras/era-template.md,timeline_eras_era-template.md,,,,,,Uncategorized / Review,timeline_eras_era-templatemd,2025-12-26T11:52:30,1930,0,0,"title: ""Era Name"""
_quarantine/timelines/eras/reconstruction.md,Reconstruction (1868–1874),,,,,,Uncategorized / Review,reconstruction-18681874,2025-12-26T10:44:46,416,0,0,This is a starter era page so the timeline routing and indexing can be tested.
_quarantine/timelines/index.md,Timeline Index,,,,,,Uncategorized / Review,timeline-index,2025-12-26T10:44:17,365,0,0,This is the timeline module.
community-impact/community-example-place.md,Phillips County,Community,Place,,Draft,,Uncategorized / Review,phillips-county,2025-12-26T12:07:20,1474,0,0,"Phillips County has been shaped by agricultural labor, racial hierarchy, and long-standing struggles over political representation."
community-impact/community-impact-event-template.md,Impact Event Name,Community,Impact Event,,Template,,Uncategorized / Review,impact-event-name,2025-12-26T12:07:20,1214,0,0,YYYY or YYYY–YYYY
community-impact/community-place-template.md,community_place-template.md,,,,,,Uncategorized / Review,community_place-templatemd,2025-12-26T11:52:30,1863,0,0,"title: ""Community Name"""
community-impact/community-policy-template.md,community_policy-template.md,,,,,,Uncategorized / Review,community_policy-templatemd,2025-12-26T11:52:30,1555,0,0,"title: ""Policy Area Name"""
constitutions/arkansas-amendment-era.md,Arkansas Amendment Era (1874–Present),Constitutions,Era,explainer,Published,,Constitutions / Eras,arkansas-amendment-era-1874present,2025-12-27T20:31:38,13584,0,0,"After 1874, Arkansas elites no longer needed to rewrite the constitution to control power."
constitutions/arkansas-constitution-of-1836.md,Arkansas Constitution of 1836,Constitutions,Constitution,explainer,Published,,Constitutions / Documents,arkansas-constitution-of-1836,2025-12-27T19:32:36,10028,0,0,"Before Arkansas had a constitution, it had **counties**. Before it had laws, it had **courthouses**. Before it had citizens, it had **recognized landholders**."
constitutions/arkansas-constitution-of-1861.md,Arkansas Constitution of 1861,Constitutions,Constitution,explainer,Published,,Constitutions / Documents,arkansas-constitution-of-1861,2025-12-27T19:15:16,7624,0,0,"When Arkansas seceded in 1861, the state did **not** reinvent itself."
constitutions/arkansas-constitution-of-1864.md,Arkansas Constitution of 1864,Constitutions,Constitution,explainer,Published,,Constitutions / Documents,arkansas-constitution-of-1864,2025-12-27T19:34:43,8051,0,0,"By 1864, Arkansas was no longer governing."
constitutions/arkansas-constitution-of-1868.md,Arkansas Constitution of 1868,Constitutions,Constitution,explainer,Published,,Constitutions / Documents,arkansas-constitution-of-1868,2025-12-27T19:36:42,8546,0,0,The Arkansas Constitution of 1868 is unique for one reason:
constitutions/arkansas-constitution-of-1874.md,Arkansas Constitution of 1874,Constitutions,Constitution,explainer,Published,,Constitutions / Documents,arkansas-constitution-of-1874,2025-12-27T20:01:21,11874,0,0,The Arkansas Constitution of 1874 is not just a post-Reconstruction document.
constitutions/arkansas-constitutions-module-overview.md,Arkansas Constitutions — Module Overview,Constitutions,Overview,overview,Published,,Constitutions / Needs Typing,arkansas-constitutions-module-overview,2025-12-27T17:18:40,4598,0,0,This module is not a civics textbook.
constitutions/arkansas-political-eras-foundational-periodization.md,Arkansas Political Eras \u2014 Foundational Periodization,Constitutions,Framework,,Published,,Constitutions / Needs Typing,arkansas-political-eras-u2014-foundational-periodization,2025-12-26T15:11:08,5109,0,0,"This document defines the primary political eras of Arkansas history as an organizing framework for research, data modeling, and narrative construction."
constitutions/arkansas-political-history-project.md,Arkansas Political History Project,Constitutions,Log,,Published,,Constitutions / Needs Typing,arkansas-political-history-project,2025-12-26T15:11:08,2065,0,0,Documented the Arkansas Constitution of 1874. Analyzed it as a deliberate rollback of Reconstruction and a long-term power entrenchment mechanism. Connected constitutional design choices to modern governance dynamics.
constitutions/decision-analyze-constitutions-as-power-architecture.from_quarantine.md,Decision: Analyze Constitutions as Power Architecture,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-analyze-constitutions-as-power-architecture,2025-12-26T15:11:08,1035,0,0,2025-03-28
constitutions/decision-analyze-constitutions-as-power-architecture.md,Decision: Analyze Constitutions as Power Architecture,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-analyze-constitutions-as-power-architecture,2025-12-26T12:16:16,1070,0,0,2025-03-28
constitutions/decision-classify-the-1861-constitution-as-a-failure-state-constitution.from_quarantine.md,Decision: Classify the 1861 Constitution as a Failure-State Constitution,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-classify-the-1861-constitution-as-a-failure-state-constitution,2025-12-26T15:11:08,1144,0,0,2025-03-29
constitutions/decision-classify-the-1861-constitution-as-a-failure-state-constitution.md,Decision: Classify the 1861 Constitution as a Failure-State Constitution,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-classify-the-1861-constitution-as-a-failure-state-constitution,2025-12-26T12:16:16,1179,0,0,2025-03-29
constitutions/decision-classify-the-1864-constitution-as-an-administrative-bridge.from_quarantine.md,Decision: Classify the 1864 Constitution as an Administrative Bridge,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-classify-the-1864-constitution-as-an-administrative-bridge,2025-12-26T15:11:08,1104,0,0,2025-03-30
constitutions/decision-classify-the-1864-constitution-as-an-administrative-bridge.md,Decision: Classify the 1864 Constitution as an Administrative Bridge,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-classify-the-1864-constitution-as-an-administrative-bridge,2025-12-26T12:16:16,1139,0,0,2025-03-30
constitutions/decision-establish-arkansas-political-eras-framework.from_quarantine.md,Decision: Establish Arkansas Political Eras Framework,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-establish-arkansas-political-eras-framework,2025-12-26T15:11:08,992,0,0,2025-03-27
constitutions/decision-establish-arkansas-political-eras-framework.md,Decision: Establish Arkansas Political Eras Framework,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-establish-arkansas-political-eras-framework,2025-12-26T12:16:16,1027,0,0,2025-03-27
constitutions/decision-frame-the-1868-constitution-as-enforced-democratic-realignment.from_quarantine.md,Decision: Frame the 1868 Constitution as Enforced Democratic Realignment,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-frame-the-1868-constitution-as-enforced-democratic-realignment,2025-12-26T15:11:08,1104,0,0,2025-03-31
constitutions/decision-frame-the-1868-constitution-as-enforced-democratic-realignment.md,Decision: Frame the 1868 Constitution as Enforced Democratic Realignment,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-frame-the-1868-constitution-as-enforced-democratic-realignment,2025-12-26T12:16:16,1139,0,0,2025-03-31
constitutions/decision-frame-the-1874-constitution-as-structural-counter-revolution.md,Decision: Frame the 1874 Constitution as Structural Counter-Revolution,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-frame-the-1874-constitution-as-structural-counter-revolution,2025-12-26T15:11:08,1060,0,0,2025-04-01
constitutions/decision-treat-the-amendment-process-as-a-power-structure.from_quarantine.md,Decision: Treat the Amendment Process as a Power Structure,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-treat-the-amendment-process-as-a-power-structure,2025-12-26T15:11:08,1001,0,0,2025-04-02
constitutions/decision-treat-the-amendment-process-as-a-power-structure.md,Decision: Treat the Amendment Process as a Power Structure,Constitutions,Decision,,Published,,Constitutions / Needs Typing,decision-treat-the-amendment-process-as-a-power-structure,2025-12-26T12:16:16,1036,0,0,2025-04-02
constitutions/territorial-governance-of-arkansas.md,Territorial Governance of Arkansas,Constitutions,Constitution,,Published,,Constitutions / Documents,territorial-governance-of-arkansas,2025-12-26T15:11:08,2142,0,0,"Before Arkansas became a state, it was governed as a U.S. territory. This period established many of the power dynamics that would later be embedded in the 1836 Constitution."
frameworks/index.from_quarantine.md,Power in Arkansas,,,,,,Uncategorized / Review,power-in-arkansas,2025-12-26T15:11:08,336,0,0,This is the Power framework module.
frameworks/index.md,Power Frameworks,,,,Published,,Uncategorized / Review,power-frameworks,2025-12-27T20:53:45,9587,0,0,This is not a glossary. This is not neutral. This is not “civics.”
frameworks/patterns/backlash-as-system.md,Backlash as System,,,framework,Published,,Uncategorized / Review,backlash-as-system,2025-12-27T17:57:36,5856,0,0,Most people think backlash is emotional.
frameworks/patterns/delay-as-denial.md,Delay as Denial,,,framework,Published,,Uncategorized / Review,delay-as-denial,2025-12-27T18:03:23,5127,0,0,Power does not always say “no.”
frameworks/patterns/elite-continuity-through-turnover.md,Elite Continuity Through Turnover,,,framework,Published,,Uncategorized / Review,elite-continuity-through-turnover,2025-12-27T18:06:03,5365,0,0,Power does not depend on specific people.
frameworks/patterns/execcutive-fragmentation-as-anti-enforcement.md,Executive Fragmentation as Anti-Enforcement,,,framework,Published,,Uncategorized / Review,executive-fragmentation-as-anti-enforcement,2025-12-27T18:02:14,6136,0,0,Laws do not enforce themselves.
